target_end_date,quantile,location_name,value,location,forecast_date
2022-02-05,0.1,Arkansas,42.35789260213506,05,2022-01-24
2022-02-05,0.15,Arkansas,50.869589420995595,05,2022-01-24
2022-02-05,0.2,Arkansas,58.29981401590872,05,2022-01-24
2022-02-05,0.25,Arkansas,65.16631680962686,05,2022-01-24
2022-02-05,0.3,Arkansas,71.73461729401134,05,2022-01-24
2022-02-05,0.35,Arkansas,78.21040723549343,05,2022-01-24
2022-02-05,0.4,Arkansas,84.74291661477025,05,2022-01-24
2022-02-05,0.45,Arkansas,91.44949637577356,05,2022-01-24
2022-02-05,0.5,Arkansas,98.45917008535777,05,2022-01-24
2022-02-05,0.55,Arkansas,105.89036597005405,05,2022-01-24
2022-02-05,0.6,Arkansas,113.94666741970008,05,2022-01-24
2022-02-05,0.65,Arkansas,122.89577158097279,05,2022-01-24
2022-02-05,0.7,Arkansas,133.14491608124874,05,2022-01-24
2022-02-05,0.75,Arkansas,145.3815152159604,05,2022-01-24
2022-02-05,0.8,Arkansas,160.8316855011628,05,2022-01-24
2022-02-05,0.85,Arkansas,182.21606574592275,05,2022-01-24
2022-02-05,0.9,Arkansas,217.20782753610547,05,2022-01-24
2022-02-05,0.95,Arkansas,295.22851998401165,05,2022-01-24
2022-02-05,0.975,Arkansas,404.42727712572224,05,2022-01-24
2022-02-05,0.99,Arkansas,617.3996897708307,05,2022-01-24
2022-02-12,0.01,Arkansas,14.649256688443227,05,2022-01-24
2022-02-12,0.025,Arkansas,21.51249125508234,05,2022-01-24
2022-02-12,0.05,Arkansas,29.280445958064114,05,2022-01-24
